decision,decorative_score,reasons,path,document,page_number,size_bytes,sha256,pixel_width,pixel_height,bbox_width,bbox_height,bbox_area_ratio,unique_sample_colors,dominant_color_ratio,white_or_transparent_ratio,transparent_ratio,luminance_stddev,decode_error
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:5,IAASB-2025-Handbook-Volume-2_images/imageFile61.png,IAASB-2025-Handbook-Volume-2,108,626,6e1e46e38161368d3c3faa761cd454710bb601fa9a5626b757c002801e970c08,28,262,14.0,131.1,0.004889,2,0.920938,0.079062,0.0,68.808117,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:5,IAASB-2025-Handbook-Volume-2_images/imageFile62.png,IAASB-2025-Handbook-Volume-2,110,626,6e1e46e38161368d3c3faa761cd454710bb601fa9a5626b757c002801e970c08,28,262,14.0,131.1,0.004887,2,0.920938,0.079062,0.0,68.808117,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:5,IAASB-2025-Handbook-Volume-2_images/imageFile63.png,IAASB-2025-Handbook-Volume-2,112,626,6e1e46e38161368d3c3faa761cd454710bb601fa9a5626b757c002801e970c08,28,262,14.0,131.1,0.004815,2,0.920938,0.079062,0.0,68.808117,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:5,IAASB-2025-Handbook-Volume-2_images/imageFile64.png,IAASB-2025-Handbook-Volume-2,114,626,6e1e46e38161368d3c3faa761cd454710bb601fa9a5626b757c002801e970c08,28,262,14.0,131.1,0.00483,2,0.920938,0.079062,0.0,68.808117,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:5,IAASB-2025-Handbook-Volume-2_images/imageFile65.png,IAASB-2025-Handbook-Volume-2,116,626,6e1e46e38161368d3c3faa761cd454710bb601fa9a5626b757c002801e970c08,28,262,14.0,131.1,0.00483,2,0.920938,0.079062,0.0,68.808117,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,IAASB-2025-Handbook-Volume-2_images/imageFile66.png,IAASB-2025-Handbook-Volume-2,118,624,7f8b305b6a0f7aed4e4e2700fe2a7268f51fda3475d568a9e0f0d9bfda1c2bad,28,262,14.0,131.1,0.00493,2,0.920393,0.079607,0.0,69.024536,
drop,13,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|few_sample_colors,IAASB-2025-Handbook-Volume-2_images/imageFile67.png,IAASB-2025-Handbook-Volume-2,120,624,7f8b305b6a0f7aed4e4e2700fe2a7268f51fda3475d568a9e0f0d9bfda1c2bad,28,262,14.0,131.1,0.007098,2,0.920393,0.079607,0.0,69.024536,
candidate,0,,IAASB-2025-Handbook-Volume-2_images/imageFile68.png,IAASB-2025-Handbook-Volume-2,121,154735,76f77830ef28f979c120ea1d06b48fa2e715f8e9983061ae47dcb90864ca597a,936,1096,468.0,548.25,0.773476,,,,,,pixel_sampling_skipped_large_png
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-2_images/imageFile69.png,IAASB-2025-Handbook-Volume-2,122,636,4dde44e2426d6f3eda96eeda5e52191322b11db7df457e1bee47e128bc51c2b8,28,262,14.0,131.1,0.005564,2,0.920802,0.079198,0.0,68.862312,
drop,5,small_pixel_asset|small_bbox|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-2_images/imageFile7.png,IAASB-2025-Handbook-Volume-2,4,10538,f04bb14f55e8903db1f0bee6c2d56ef61837b6bb582ed95e4562e2236cbc8a91,175,49,87.75,24.75,0.016597,1885,0.156501,0.093061,0.0,62.040534,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-2_images/imageFile70.png,IAASB-2025-Handbook-Volume-2,124,636,4dde44e2426d6f3eda96eeda5e52191322b11db7df457e1bee47e128bc51c2b8,28,262,14.0,131.1,0.007396,2,0.920802,0.079198,0.0,68.862312,
drop,14,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors|repeated_exact_in_document:3,IAASB-2025-Handbook-Volume-2_images/imageFile71.png,IAASB-2025-Handbook-Volume-2,126,636,4dde44e2426d6f3eda96eeda5e52191322b11db7df457e1bee47e128bc51c2b8,28,262,14.0,131.1,0.004974,2,0.920802,0.079198,0.0,68.862312,
drop,12,tiny_file|tiny_pixel_asset|tiny_bbox|few_sample_colors,IAASB-2025-Handbook-Volume-2_images/imageFile72.png,IAASB-2025-Handbook-Volume-2,128,627,93816eb3909521bea7e3066df08380a32da7bfa1bad90a1524452be24e8d427e,28,262,14.0,131.1,0.004704,2,0.918212,0.081788,0.0,69.880744,
review,2,low_compressed_detail|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-2_images/imageFile73.png,IAASB-2025-Handbook-Volume-2,130,58941,e623ac4c0ee8d0089abe57651bf6e9713b6ce0f36ed4c3f20d04624c74388348,1224,1584,612.0,792.0,1.0,,,,,,pixel_sampling_skipped_large_png
drop,4,small_bbox|header_footer_or_margin|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-2_images/imageFile74.png,IAASB-2025-Handbook-Volume-2,130,12623,0bed7e82b7b04a4155cb85bbb296b68b3f63dc099a2b13327e1da271fd52c486,336,93,168.1,46.599,0.016161,464,0.39691,0.050025,0.0,51.770649,
drop,4,small_bbox|header_footer_or_margin|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-2_images/imageFile75.png,IAASB-2025-Handbook-Volume-2,130,10638,7c5491f58d015f7c4c262fcc62078096d6495443497ade51bc2a4b09771423c0,272,89,136.058,44.6,0.012519,435,0.384477,0.217974,0.0,77.561253,
review,3,small_bbox|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-2_images/imageFile8.png,IAASB-2025-Handbook-Volume-2,4,7727,a6ee61e6e62c85fdaa4313174c5dbf4393053f723c987bd9067a10fb852366d1,298,49,149.1,24.35,0.027745,750,0.429804,0.369128,0.0,88.292117,
drop,4,small_file|small_bbox|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-2_images/imageFile9.png,IAASB-2025-Handbook-Volume-2,4,2690,98803639fe63789455566a5662003bd2b6cc2b326f6843b7e77bc1736861fcb8,189,63,94.6,31.5,0.022772,273,0.810028,0.813639,0.0,48.399959,
review,3,page_background_with_text_layer,IAASB-2025-Handbook-Volume-3_images/imageFile1.png,IAASB-2025-Handbook-Volume-3,1,87646,aec3d5e29d45a5e9fefe5d730c53a38f00ba9dc6bf1634b9578ec9a842b907cf,1224,1584,612.0,792.0,1.0,,,,,,pixel_sampling_skipped_large_png
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile10.png,IAASB-2025-Handbook-Volume-3,6,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004186,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile11.png,IAASB-2025-Handbook-Volume-3,8,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.00421,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile12.png,IAASB-2025-Handbook-Volume-3,10,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004371,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile13.png,IAASB-2025-Handbook-Volume-3,12,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004467,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile14.png,IAASB-2025-Handbook-Volume-3,14,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004342,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile15.png,IAASB-2025-Handbook-Volume-3,16,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004222,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile16.png,IAASB-2025-Handbook-Volume-3,18,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004203,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile17.png,IAASB-2025-Handbook-Volume-3,20,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004166,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile18.png,IAASB-2025-Handbook-Volume-3,22,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004379,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile19.png,IAASB-2025-Handbook-Volume-3,24,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.00426,2,0.966285,0.033715,0.0,46.02613,
review,3,small_bbox|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-3_images/imageFile2.png,IAASB-2025-Handbook-Volume-3,1,22177,f991b532b97989d450b2c4ca0c56837f1703a34004bada339f86b073372ceeb5,484,134,242.05,67.098,0.033507,323,0.716049,0.049246,0.0,49.480416,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile20.png,IAASB-2025-Handbook-Volume-3,26,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004132,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile21.png,IAASB-2025-Handbook-Volume-3,28,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004245,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile22.png,IAASB-2025-Handbook-Volume-3,30,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004364,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile23.png,IAASB-2025-Handbook-Volume-3,32,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004364,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile24.png,IAASB-2025-Handbook-Volume-3,34,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004251,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile25.png,IAASB-2025-Handbook-Volume-3,36,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.00425,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile26.png,IAASB-2025-Handbook-Volume-3,38,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004203,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile27.png,IAASB-2025-Handbook-Volume-3,40,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004203,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile28.png,IAASB-2025-Handbook-Volume-3,42,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004222,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile29.png,IAASB-2025-Handbook-Volume-3,44,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.00442,2,0.966285,0.033715,0.0,46.02613,
drop,4,small_bbox|header_footer_or_margin|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-3_images/imageFile3.png,IAASB-2025-Handbook-Volume-3,1,6671,de06739b0fb3cc912a1eddd251f98c61fcd48605bd5641f84d53eced9bd59356,189,62,94.265,30.9,0.006009,656,0.453405,0.215054,0.0,77.846871,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile30.png,IAASB-2025-Handbook-Volume-3,46,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004207,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile31.png,IAASB-2025-Handbook-Volume-3,48,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004148,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile32.png,IAASB-2025-Handbook-Volume-3,50,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004268,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile33.png,IAASB-2025-Handbook-Volume-3,52,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.00426,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile34.png,IAASB-2025-Handbook-Volume-3,54,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004236,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile35.png,IAASB-2025-Handbook-Volume-3,56,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004222,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile36.png,IAASB-2025-Handbook-Volume-3,58,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004155,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile37.png,IAASB-2025-Handbook-Volume-3,60,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004241,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile38.png,IAASB-2025-Handbook-Volume-3,62,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004319,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile39.png,IAASB-2025-Handbook-Volume-3,64,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004235,2,0.966285,0.033715,0.0,46.02613,
drop,8,small_file|tiny_pixel_asset|tiny_bbox|header_footer_or_margin,IAASB-2025-Handbook-Volume-3_images/imageFile4.png,IAASB-2025-Handbook-Volume-3,1,2041,e2ccecef649a7bcf6d182f9f9d5028b911485d72cdbb024f5d4937d5c8b9c6fa,317,35,158.516,17.55,0.005739,180,0.555926,0.017485,0.0,28.18698,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile40.png,IAASB-2025-Handbook-Volume-3,66,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004196,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile41.png,IAASB-2025-Handbook-Volume-3,68,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004193,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile42.png,IAASB-2025-Handbook-Volume-3,70,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004351,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile43.png,IAASB-2025-Handbook-Volume-3,72,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004137,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile44.png,IAASB-2025-Handbook-Volume-3,74,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004441,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile45.png,IAASB-2025-Handbook-Volume-3,76,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004196,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile46.png,IAASB-2025-Handbook-Volume-3,78,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004222,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile47.png,IAASB-2025-Handbook-Volume-3,80,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004148,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile48.png,IAASB-2025-Handbook-Volume-3,82,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004203,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile49.png,IAASB-2025-Handbook-Volume-3,84,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004272,2,0.966285,0.033715,0.0,46.02613,
drop,13,tiny_file|thin_rule_or_strip|very_low_compressed_detail|small_bbox|few_sample_colors|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-3_images/imageFile5.png,IAASB-2025-Handbook-Volume-3,2,630,2b11053935c225ea38dac1f30d53137bfb25efa4de5a92c008e31725beb2f42f,1224,86,612.0,43.0,1.0,3,0.545455,0.227273,0.0,57.188047,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile50.png,IAASB-2025-Handbook-Volume-3,86,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004177,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile51.png,IAASB-2025-Handbook-Volume-3,88,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004159,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile52.png,IAASB-2025-Handbook-Volume-3,90,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004299,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile53.png,IAASB-2025-Handbook-Volume-3,92,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.00426,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile54.png,IAASB-2025-Handbook-Volume-3,94,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004159,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile55.png,IAASB-2025-Handbook-Volume-3,96,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004253,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile56.png,IAASB-2025-Handbook-Volume-3,98,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004375,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile57.png,IAASB-2025-Handbook-Volume-3,100,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004319,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile58.png,IAASB-2025-Handbook-Volume-3,102,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004174,2,0.966285,0.033715,0.0,46.02613,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile59.png,IAASB-2025-Handbook-Volume-3,104,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004272,2,0.966285,0.033715,0.0,46.02613,
drop,4,small_file|small_bbox|repeated_exact_globally:5,IAASB-2025-Handbook-Volume-3_images/imageFile6.png,IAASB-2025-Handbook-Volume-3,3,3183,58365ab2574f7dcdf8bd3bef58bda6fff0e6be8065bb253110882219043bf53a,224,74,111.75,37.15,0.019592,293,0.820946,0.823781,0.0,47.55895,
drop,15,tiny_file|tiny_pixel_asset|tiny_bbox|dominant_flat_color|few_sample_colors|repeated_exact_in_document:86,IAASB-2025-Handbook-Volume-3_images/imageFile60.png,IAASB-2025-Handbook-Volume-3,106,315,7edde0092c26511453bc387cf323c21c75bc955e76450949b6fc68a181932eb0,24,262,12.0,131.0,0.004292,2,0.966285,0.033715,0.0,46.02613,
